0	7	1.000000	0.000000	0.000000	0.000000	1.000000	5142.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_7_2.tif
0	13	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_13_2.tif
0	6	1.000000	0.000000	1142.000000	0.000000	1.000000	5142.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_6_2.tif
0	8	1.000000	0.000000	0.000000	0.000000	1.000000	4285.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_8_2.tif
0	10	1.000000	0.000000	0.000000	0.000000	1.000000	2571.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_10_2.tif
0	9	1.000000	0.000000	0.000000	0.000000	1.000000	3428.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_9_2.tif
0	12	1.000000	0.000000	0.000000	0.000000	1.000000	857.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_12_2.tif
0	11	1.000000	0.000000	0.000000	0.000000	1.000000	1714.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_11_2.tif
0	5	1.000000	0.000000	1142.000000	0.000000	1.000000	4285.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_5_2.tif
0	3	1.000000	0.000000	1142.000000	0.000000	1.000000	2571.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_3_2.tif
0	0	1.000000	0.000000	1142.000000	0.000000	1.000000	0.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_0_2.tif
0	4	1.000000	0.000000	1142.000000	0.000000	1.000000	3428.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_4_2.tif
0	1	1.000000	0.000000	1142.000000	0.000000	1.000000	857.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_1_2.tif
0	2	1.000000	0.000000	1142.000000	0.000000	1.000000	1714.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/A1_2_2.tif
1	7	1.000000	0.000000	0.000000	0.000000	1.000000	5142.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_7_2.tif
1	13	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_13_2.tif
1	6	1.000000	0.000000	1142.000000	0.000000	1.000000	5142.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_6_2.tif
1	8	1.000000	0.000000	0.000000	0.000000	1.000000	4285.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_8_2.tif
1	10	1.000000	0.000000	0.000000	0.000000	1.000000	2571.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_10_2.tif
1	9	1.000000	0.000000	0.000000	0.000000	1.000000	3428.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_9_2.tif
1	12	1.000000	0.000000	0.000000	0.000000	1.000000	857.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_12_2.tif
1	11	1.000000	0.000000	0.000000	0.000000	1.000000	1714.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_11_2.tif
1	5	1.000000	0.000000	1142.000000	0.000000	1.000000	4285.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_5_2.tif
1	3	1.000000	0.000000	1142.000000	0.000000	1.000000	2571.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_3_2.tif
1	0	1.000000	0.000000	1142.000000	0.000000	1.000000	0.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_0_2.tif
1	4	1.000000	0.000000	1142.000000	0.000000	1.000000	3428.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_4_2.tif
1	1	1.000000	0.000000	1142.000000	0.000000	1.000000	857.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_1_2.tif
1	2	1.000000	0.000000	1142.000000	0.000000	1.000000	1714.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/B1_2_2.tif
2	7	1.000000	0.000000	0.000000	0.000000	1.000000	5142.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_7_2.tif
2	13	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_13_2.tif
2	6	1.000000	0.000000	1142.000000	0.000000	1.000000	5142.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_6_2.tif
2	8	1.000000	0.000000	0.000000	0.000000	1.000000	4285.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_8_2.tif
2	10	1.000000	0.000000	0.000000	0.000000	1.000000	2571.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_10_2.tif
2	9	1.000000	0.000000	0.000000	0.000000	1.000000	3428.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_9_2.tif
2	12	1.000000	0.000000	0.000000	0.000000	1.000000	857.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_12_2.tif
2	11	1.000000	0.000000	0.000000	0.000000	1.000000	1714.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_11_2.tif
2	5	1.000000	0.000000	1142.000000	0.000000	1.000000	4285.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_5_2.tif
2	3	1.000000	0.000000	1142.000000	0.000000	1.000000	2571.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_3_2.tif
2	0	1.000000	0.000000	1142.000000	0.000000	1.000000	0.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_0_2.tif
2	4	1.000000	0.000000	1142.000000	0.000000	1.000000	3428.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_4_2.tif
2	1	1.000000	0.000000	1142.000000	0.000000	1.000000	857.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_1_2.tif
2	2	1.000000	0.000000	1142.000000	0.000000	1.000000	1714.000000	-999	-999	0	/groups/apig/tomo/DEMO/TIF/C1_2_2.tif
